13/06/2013,WA13772,WA13772-1,48,8:45:00 AM,n_a,1,1,0,12,3,1,0,11,3,8:55:00 AM,2,Y,Noise: occaisional passing vehicles on Chip Lake Road.,48,31/07/2013
13/06/2013,WA13773,WA13773-1,48,9:25:00 AM,n_a,1,1,0,13,2,0,0,12,2,9:35:00 AM,2,Y,Noise: Vehicles on Chip Lake Road; up to 3 when large vehicles passing.,48,31/07/2013
13/06/2013,WA13774,WA13774-1,48,9:55:00 AM,n_a,1,0,0,12,1,1,0,14,1,10:05:00 AM,1,Y,Noise: occaisional passing vehicles on Chip Lake Road.,48,31/07/2013
13/06/2013,WA13775,WA13775-1,48,8:06:00 AM,n_a,1,1,0,12,3,1,0,12,3,8:16:00 AM,1,Y,"Noise: occiasional passing vehicles on Chip Lake Road, also the sound of running water in a nearby creek.",48,31/07/2013
13/06/2013,WA13780,WA13780-1,82,4:42:00 AM,n_a,1,0,0,16,3,0,0,12,3,4:52:00 AM,2,Y,"NOISE: ROAD, MOSQUITOES.",82,31/07/2013
13/06/2013,WA13781,WA13781-1,82,5:14:00 AM,n_a,1,0,0,12,3,0,0,10,3,5:24:00 AM,2,Y,"NOISE: ROAD, MOSQUITOES. BEAR-BATI STATION <100M AWAY.",82,31/07/2013
13/06/2013,WA13782,WA13782-1,82,5:48:00 AM,n_a,1,0,0,13,3,0,0,10,3,5:58:00 AM,3,Y,"NOISE: ROAD, RIVER.",82,31/07/2013
13/06/2013,WA13790,WA13790-1,2,5:12:00 AM,n_a,1,0,1,14,3,0,1,11,3,5:22:00 AM,1,Y,RECORDER WAS RESET TO 01/01/2000,2,31/07/2013
13/06/2013,WA13791,WA13791-1,2,5:39:00 AM,n_a,1,0,1,11,3,0,1,10,3,5:49:00 AM,1,Y,RECORDER WAS RESET TIME IS DIFF.,2,31/07/2013
13/06/2013,WA13792,WA13792-1,2,6:12:00 AM,n_a,1,0,1,11,3,0,1,10,3,6:22:00 AM,0,Y,,2,31/07/2013
13/06/2013,WA13793,WA13793-1,2,6:44:00 AM,n_a,1,0,1,11,3,0,1,11,3,6:54:00 AM,1,Y,,2,31/07/2013
13/06/2013,WA13794,WA13794-1,2,7:13:00 AM,n_a,1,0,1,11,3,1,1,11,3,7:23:00 AM,0,Y,,2,31/07/2013
13/06/2013,WA13795,WA13795-1,2,7:41:00 AM,n_a,1,0,1,11,3,1,1,11,3,7:51:00 AM,1,Y,,2,31/07/2013
13/06/2013,WA13796,WA13796-1,2,8:08:00 AM,n_a,1,2,1,11,3,3,1,11,3,8:18:00 AM,1,Y,,2,31/07/2013
13/06/2013,WA13797,WA13797-1,2,8:39:00 AM,n_a,1,2,0,12,3,2,0,11,3,8:49:00 AM,1,Y,,2,31/07/2013
13/06/2013,WA13799,WA13799-1,2,9:48:00 AM,n_a,1,2,1,12,3,3,0,12,3,9:58:00 AM,1,Y,,2,31/07/2013
02/07/2013,WA13816,WA13816-1,48,7:02:00 AM,n_a,1,4,0,19,0,5,0,19,0,7:12:00 AM,1,N,Noise: overhead plane. Too windy - wind gusts to 6.,48,31/07/2013
02/07/2013,WA13819,WA13819-1,48,7:45:00 AM,n_a,1,1,0,21,3,1,0,21,3,7:55:00 AM,1,N,Noise: overhead plane. Mosquitos very loud. Very hot and humid out.,48,31/07/2013
02/07/2013,WA13820,WA13820-1,86,5:01:00 AM,n_a,1,2,0,20,0,1,0,18,0,5:11:00 AM,2,N,PC site right next to RE_9_22R from 2012 (witnin 20m),86,31/07/2013
02/07/2013,WA13821,WA13821-1,48,6:20:00 AM,n_a,1,1,0,19,0,2,0,18,0,6:30:00 AM,0,N,,48,31/07/2013
02/07/2013,WA13824,WA13824-1,82,7:42:00 AM,n_a,1,3,0,21,3,3,0,21,2,7:52:00 AM,3,N,"NOISE: BUGS, ROAD.",82,31/07/2013
02/07/2013,WA13828,WA13828-1,48,5:47:00 AM,n_a,1,1,0,18,0,1,0,18,0,5:57:00 AM,1,N,Noise: overhead plane in period 3,48,31/07/2013
02/07/2013,WA13829,WA13829-1,82,6:26:00 AM,n_a,1,2,0,18,0,3,0,18,0,6:36:00 AM,1,N,"WIND GUSTING 4-5. NOISE: WIND, BUGS.",82,31/07/2013
02/07/2013,WA13831,WA13831-1,48,5:01:00 AM,n_a,1,2,0,18,0,3,0,18,0,5:11:00 AM,0,N,"Accidentally said ""WR"" rather than ""WA"" when stating PCSiteID on SM2 recording.",48,31/07/2013
02/07/2013,WA13832,WA13832-1,82,5:56:00 AM,n_a,1,2,0,20,0,2,0,18,0,6:06:00 AM,2,N,"NOISE: ROAD, BUGS",82,31/07/2013
02/07/2013,WA13834,WA13834-1,82,5:04:00 AM,n_a,1,2,0,20,1,2,0,17,1,5:14:00 AM,1,N,,82,31/07/2013
02/07/2013,WA13880,WA13880-1,86,6:00:00 AM,n_a,1,0,0,19,0,0,0,19,0,6:10:00 AM,0,N,"Saw and heard a calling BWHA pair on way to PC site (~60m away, quadrant 4), calling at me. Calling BCCH heard >50m after PC",86,31/07/2013
02/07/2013,WA13881,WA13881-1,86,6:38:00 AM,n_a,1,2,0,19,0,3,0,18,0,6:48:00 AM,2,N,"Noise 2 due to wind, gusting to 4.",86,31/07/2013
02/07/2013,WA13882,WA13882-1,86,7:37:00 AM,n_a,1,2,0,20,0,4,0,20,0,7:47:00 AM,2,N,Singing YRWA heard >50m after PC. Extremely quiet PC. Too hot? Wind? Noise level possibly >2. Not feeling well this day.,86,31/07/2013
02/07/2013,WA13890,WA13890-1,82,7:05:00 AM,n_a,1,3,0,20,0,3,0,20,0,7:15:00 AM,2,N,"NOISE: BUGS, ROAD.",82,31/07/2013
26/05/2013,WR10001,WR10001-1,82,9:29:00 AM,n_a,1,0,0,13,1,3,0,13,1,9:39:00 AM,0,N,,82,31/07/2013
26/05/2013,WR10002,WR10002-1,82,10:16:00 AM,n_a,1,2,0,13,2,3,0,15,2,10:26:00 AM,0,N,PC @ INTERSECTION OF 2 CUTLINES,82,31/07/2013
26/05/2013,WR10003,WR10003-1,82,8:50:00 AM,n_a,1,0,0,10,1,0,0,10,0,9:00:00 AM,1,N,NOISE: VEHICLES.,82,31/07/2013
26/05/2013,WR10004,WR10004-1,82,6:54:00 AM,n_a,1,1,0,7,1,1,0,8,3,7:04:00 AM,0,N,,82,31/07/2013
26/05/2013,WR10005,WR10005-1,82,8:12:00 AM,n_a,1,0,0,9,2,0,0,9,2,8:22:00 AM,2,N,NOISE: RED SQUIRRELS.,82,31/07/2013
26/05/2013,WR10008,WR10008-1,82,7:30:00 AM,n_a,1,0,0,8,2,1,0,8,2,7:40:00 AM,0,N,,82,31/07/2013
26/05/2013,WR10012,WR10012-1,82,6:13:00 AM,n_a,1,0,0,6,0,0,0,4,0,6:23:00 AM,0,N,,82,31/07/2013
26/05/2013,WR10017,WR10017-1,82,5:25:00 AM,n_a,1,0,0,8,0,0,0,5,0,5:35:00 AM,1,N,"NOISE:COYOTES, AGRICULTURE",82,31/07/2013
25/05/2013,WR10018,WR10018-1,48,5:20:00 AM,n_a,1,2,0,9,3,2,0,9,3,5:30:00 AM,0,Y,,48,31/07/2013
25/05/2013,WR10019,WR10019-1,48,6:48:00 AM,n_a,1,3,0,9,2,3,0,9,2,6:58:00 AM,0,Y,,48,31/07/2013
25/05/2013,WR10020,WR10020-1,48,7:29:00 AM,n_a,1,2,0,9,3,2,0,9,3,7:39:00 AM,1,Y,Noise: Farm machinery in distance. Wind gusts to 3 during count.,48,31/07/2013
25/05/2013,WR10021,WR10021-1,48,6:05:00 AM,n_a,1,3,0,8,3,2,0,8,2,6:15:00 AM,0,y,,48,31/07/2013
25/05/2013,WR10027,WR10027-1,48,8:27:00 AM,n_a,1,2,0,10,3,2,0,10,2,8:37:00 AM,0,Y,Wind gusts to 3 during count.,48,31/07/2013
25/05/2013,WR10030,WR10030-1,48,9:37:00 AM,n_a,1,4,0,11,2,4,0,11,2,9:47:00 AM,2,Y,"Noise: airplane overhead, also wind. Too windy?",48,31/07/2013
25/05/2013,WR10034,WR10034-1,48,10:14:00 AM,n_a,1,4,0,12,3,4,0,11,3,10:24:00 AM,0,Y,Noise from wind made hearing difficult. Too windy?,48,31/07/2013
27/05/2013,WR10103,WR10103-1,48,5:08:00 AM,n_a,1,0,0,6,1,0,0,4,1,5:18:00 AM,0,N,,48,31/07/2013
27/05/2013,WR10105,WR10105-1,48,8:11:00 AM,n_a,1,0,0,11,2,0,0,11,1,8:21:00 AM,2,N,Noise: airplane overhead,48,31/07/2013
27/05/2013,WR10107,WR10107-1,48,8:51:00 AM,n_a,1,0,0,12,1,0,0,14,1,9:01:00 AM,0,N,Non-anthropogenic noise: boreal chorus frogs and RESQ distracting throughout,48,31/07/2013
27/05/2013,WR10108,WR10108-1,48,5:49:00 AM,n_a,1,0,0,6,2,0,0,5,2,5:59:00 AM,0,N,,48,31/07/2013
27/05/2013,WR10109,WR10109-1,48,7:33:00 AM,n_a,1,0,0,9,2,0,0,10,1,7:43:00 AM,0,N,,48,31/07/2013
27/05/2013,WR10110,WR10110-1,48,9:43:00 AM,n_a,1,0,0,15,0,0,0,16,0,9:53:00 AM,0,N,,48,31/07/2013
27/05/2013,WR10111,WR10111-1,48,6:40:00 AM,n_a,1,0,0,6,3,0,2,6,3,6:50:00 AM,2,N,Noise: overhead airplane. Rained slightly for 1-2 minutes during count,48,31/07/2013
27/05/2013,WR10112,WR10112-1,82,9:23:00 AM,n_a,1,0,0,18,1,0,0,19,1,9:33:00 AM,0,N,,82,31/07/2013
27/05/2013,WR10117,WR10117-1,82,5:42:00 AM,n_a,1,0,1,8,2,0,1,8,2,5:52:00 AM,0,N,,82,31/07/2013
27/05/2013,WR10190,WR10190-1,82,6:56:00 AM,n_a,1,0,1,10,3,0,1,8,3,7:06:00 AM,1,N,NOISE: MOTOR…,82,31/07/2013
27/05/2013,WR10191,WR10191-1,82,7:45:00 AM,n_a,1,0,1,11,3,0,0,11,3,7:55:00 AM,2,N,,82,31/07/2013
27/05/2013,WR10192,WR10192-1,82,8:27:00 AM,n_a,1,0,0,12,3,0,0,12,2,8:37:00 AM,1,N,NOISE: AIRPLANE,82,31/07/2013
27/05/2013,WR10193,WR10193-1,82,9:48:00 AM,n_a,1,0,0,21,0,2,0,20,0,9:58:00 AM,2,N,NOISE:BUZZING FLIES,82,31/07/2013
02/06/2013,WR10605,WR10605-1,48,10:29:00 AM,n_a,1,1,0,12,3,1,0,12,2,10:39:00 AM,1,N,Noise: airplane overhead in period 1. Too late to be doing point count? Temperature still relatively low...,48,31/07/2013
02/06/2013,WR10608,WR10608-1,48,9:32:00 AM,n_a,1,0,0,14,3,0,0,14,2,9:42:00 AM,1,N,Noise: faint traffic noise from Hwy 63,48,31/07/2013
02/06/2013,WR10609,WR10609-1,48,10:02:00 AM,n_a,1,0,0,12,3,0,0,11,3,10:12:00 AM,1,Y,Noise: overhead plane,48,31/07/2013
02/06/2013,WR10612,WR10612-1,48,8:59:00 AM,n_a,1,1,0,14,3,0,0,13,3,9:09:00 AM,1,Y,Noise: faint traffic noise from Hwy 63,48,31/07/2013
02/06/2013,WR10620,WR10620-1,48,8:03:00 AM,n_a,1,0,0,11,3,0,0,11,3,8:13:00 AM,2,Y,Noise: traffic noise from Hwy 63,48,31/07/2013
02/06/2013,WR10622,WR10622-1,82,7:38:00 AM,n_a,1,0,2,13,3,0,0,11,3,7:48:00 AM,2,Y,NOISE: HWY 63,82,31/07/2013
02/06/2013,WR10623,WR10623-1,48,7:21:00 AM,n_a,1,0,3,12,3,1,2,11,3,7:31:00 AM,2,Y,Noise: traffic noise from Hwy 63,48,31/07/2013
02/06/2013,WR10624,WR10624-1,82,6:58:00 AM,n_a,1,0,2,12,3,0,2,11,3,7:08:00 AM,2,Y,NOISE: HWY 63,82,31/07/2013
02/06/2013,WR10626,WR10626-1,48,6:40:00 AM,n_a,1,0,3,12,3,0,2,12,3,6:50:00 AM,2,Y,Noise: traffic noise from Hwy 63,48,31/07/2013
02/06/2013,WR10628,WR10628-1,82,8:13:00 AM,n_a,1,0,0,12,3,1,0,12,3,8:23:00 AM,2,Y,NOISE: HWY 63,82,31/07/2013
02/06/2013,WR10630,WR10630-1,82,8:47:00 AM,n_a,1,0,0,12,3,0,0,12,3,8:57:00 AM,2,Y,NOISE: HWY 63,82,31/07/2013
02/06/2013,WR10631,WR10631-1,48,5:19:00 AM,n_a,1,0,0,8,3,0,0,8,3,5:29:00 AM,1,N,Noise: faint traffic noise from Hwy 63,48,31/07/2013
02/06/2013,WR10632,WR10632-1,82,9:14:00 AM,n_a,1,0,0,15,3,0,0,16,3,9:24:00 AM,2,Y,NOISE: HWY 63,82,31/07/2013
02/06/2013,WR10633,WR10633-1,82,6:01:00 AM,n_a,1,0,0,9,3,0,2,9,3,6:11:00 AM,3,Y,NOISE: HWY 63,82,31/07/2013
02/06/2013,WR10634,WR10634-1,82,5:24:00 AM,n_a,1,0,0,11,3,0,0,8,3,5:34:00 AM,3,Y,NOISE: RIGHT BESIDE HWY 63. VERY NOISY AND DISTRACTING.,82,31/07/2013
02/06/2013,WR10670,WR10670-1,82,9:47:00 AM,n_a,1,0,0,18,3,0,0,17,3,9:57:00 AM,3,Y,NOISE: HWY 63. VERY VERY CLOSE!,82,31/07/2013
05/06/2013,WR10819,WR10819-1,48,8:19:00 AM,n_a,1,3,0,13,0,4,0,12,0,8:29:00 AM,1,N,Noise: overhead plane. Wind gusts to 4/5 during count,48,31/07/2013
05/06/2013,WR10820,WR10820-1,82,5:14:00 AM,n_a,1,2,0,10,3,4,0,10,3,5:24:00 AM,1,N,WIND GUSTING 5-6. NO BIRDS.,82,31/07/2013
05/06/2013,WR10822,WR10822-1,48,7:39:00 AM,n_a,1,3,0,11,0,3,0,11,0,7:49:00 AM,0,N,Wind gusts to 4. Point centre is on an overgrown cutline.,48,31/07/2013
05/06/2013,WR10823,WR10823-1,82,5:56:00 AM,n_a,1,2,0,11,1,3,0,11,1,6:06:00 AM,0,N,,82,31/07/2013
05/06/2013,WR10827,WR10827-1,48,7:02:00 AM,n_a,1,2,0,10,0,2,0,9,0,7:12:00 AM,1,N,Noise: overhead plane,48,31/07/2013
05/06/2013,WR10830,WR10830-1,82,6:26:00 AM,n_a,1,2,0,11,2,3,0,9,1,6:36:00 AM,0,N,,82,31/07/2013
05/06/2013,WR10831,WR10831-1,48,5:38:00 AM,n_a,1,1,0,10,0,0,0,7,0,5:48:00 AM,0,N,,48,31/07/2013
05/06/2013,WR10832,WR10832-1,48,4:56:00 AM,n_a,1,1,0,8,0,1,0,7,0,5:06:00 AM,0,N,,48,31/07/2013
05/06/2013,WR10833,WR10833-1,48,6:16:00 AM,n_a,1,1,0,8,0,1,0,7,0,6:26:00 AM,0,N,"RESQ very close, loud, and distracting throughout count",48,31/07/2013
05/06/2013,WR10834,WR10834-1,82,6:58:00 AM,n_a,1,3,0,10,1,3,0,10,1,7:08:00 AM,2,N,"NOISE: WIND, TRAFFIC. WIND GUSTING 4-5",82,31/07/2013
05/06/2013,WR10835,WR10835-1,82,7:39:00 AM,n_a,1,3,0,12,0,4,0,12,0,7:49:00 AM,2,N,"NOISE: WIND, GUSTING 4-5",82,31/07/2013
05/06/2013,WR10836,WR10836-1,82,8:16:00 AM,n_a,1,3,0,14,1,3,0,13,1,8:26:00 AM,2,N,"NOISE: WIND, AIRPLANE. GUSTING 4-5.",82,31/07/2013
01/07/2013,WR11102,WR11102-1,48,7:29:00 AM,n_a,1,0,0,20,0,0,0,20,0,7:39:00 AM,0,N,,48,31/07/2013
04/06/2013,WR11103,WR11103-1,48,7:28:00 AM,n_a,1,0,0,7,0,0,0,7,0,7:38:00 AM,1,N,Noise: overhead plane,48,31/07/2013
04/06/2013,WR11104,WR11104-1,48,6:49:00 AM,n_a,1,0,0,5,0,0,0,5,0,6:59:00 AM,1,N,Noise: overhead plane,48,31/07/2013
01/07/2013,WR11105,WR11105-1,48,6:19:00 AM,n_a,1,0,0,17,0,0,0,15,0,6:29:00 AM,0,N,,48,31/07/2013
04/06/2013,WR11106,WR11106-1,48,8:16:00 AM,n_a,1,0,0,9,0,0,0,9,0,8:26:00 AM,1,N,Noise: overhead plane,48,31/07/2013
04/06/2013,WR11107,WR11107-1,48,9:37:00 AM,n_a,1,2,0,18,0,3,0,18,0,9:47:00 AM,0,N,,48,31/07/2013
04/06/2013,WR11108,WR11108-1,48,6:18:00 AM,n_a,1,0,0,4,0,0,0,3,0,6:28:00 AM,0,N,,48,31/07/2013
04/06/2013,WR11109,WR11109-1,48,8:58:00 AM,n_a,1,0,0,9,0,0,0,9,0,9:08:00 AM,0,N,"Said wrong PCSiteID on SM2 audio recording (said ""WR11707"" instead of ""WR11109"")",48,31/07/2013
03/06/2013,WR11110,WR11110-1,48,10:15:00 AM,n_a,1,0,0,15,0,0,0,11,0,10:25:00 AM,0,Y,"Getting late in morning for point counting, but temperature is still relatively low",48,31/07/2013
04/06/2013,WR11111,WR11111-1,48,5:41:00 AM,n_a,1,0,0,4,0,0,0,2,0,5:51:00 AM,0,N,No overnight rain but lots of dew/condensation,48,31/07/2013
04/06/2013,WR11112,WR11112-1,48,5:03:00 AM,n_a,1,0,0,3,0,0,0,2,0,5:13:00 AM,0,N,No overnight rain but lots of dew/condensation,48,31/07/2013
04/06/2013,WR11114,WR11114-1,82,6:16:00 AM,n_a,1,0,0,9,0,1,0,7,0,6:26:00 AM,0,N,,82,31/07/2013
04/06/2013,WR11115,WR11115-1,82,5:42:00 AM,n_a,1,0,0,8,0,0,0,7,0,5:52:00 AM,0,N,,82,31/07/2013
04/06/2013,WR11117,WR11117-1,82,5:06:00 AM,n_a,1,0,0,12,0,0,0,7,0,5:16:00 AM,0,N,,82,31/07/2013
04/06/2013,WR11118,WR11118-1,82,9:08:00 AM,n_a,1,1,0,18,0,0,0,18,0,9:18:00 AM,0,N,,82,31/07/2013
04/06/2013,WR11119,WR11119-1,82,6:49:00 AM,n_a,1,0,0,7,0,0,0,6,0,6:59:00 AM,1,N,NOISE:AIRPLANE,82,31/07/2013
04/06/2013,WR11120,WR11120-1,82,8:19:00 AM,n_a,1,0,0,15,0,0,0,15,0,8:29:00 AM,0,N,,82,31/07/2013
03/06/2013,WR11121,WR11121-1,82,8:33:00 AM,n_a,1,0,0,9,0,0,0,9,0,8:43:00 AM,0,Y,,82,31/07/2013
03/06/2013,WR11122,WR11122-1,82,7:54:00 AM,n_a,1,0,0,7,0,0,0,7,0,8:04:00 AM,0,Y,,82,31/07/2013
04/06/2013,WR11123,WR11123-1,82,7:36:00 AM,n_a,1,0,0,11,0,0,0,13,0,7:46:00 AM,0,N,,82,31/07/2013
03/06/2013,WR11124,WR11124-1,48,8:26:00 AM,n_a,1,0,0,8,0,0,0,10,0,8:36:00 AM,1,Y,Noise: overhead plane,48,31/07/2013
03/06/2013,WR11125,WR11125-1,48,9:23:00 AM,n_a,1,0,0,13,0,0,0,11,0,9:33:00 AM,0,Y,,48,31/07/2013
03/06/2013,WR11126,WR11126-1,82,7:07:00 AM,n_a,1,0,0,5,0,0,0,5,0,7:17:00 AM,0,Y,,82,31/07/2013
03/06/2013,WR11127,WR11127-1,48,6:54:00 AM,n_a,1,0,0,4,0,0,0,4,0,7:04:00 AM,0,Y,,48,31/07/2013
03/06/2013,WR11128,WR11128-1,82,6:14:00 AM,n_a,1,0,0,4,1,0,0,4,1,6:24:00 AM,0,Y,,82,31/07/2013
03/06/2013,WR11129,WR11129-1,48,7:37:00 AM,n_a,1,0,0,6,0,0,0,6,0,7:47:00 AM,0,Y,,48,31/07/2013
03/06/2013,WR11130,WR11130-1,48,6:04:00 AM,n_a,1,0,0,3,0,0,0,2,0,6:14:00 AM,0,Y,,48,31/07/2013
03/06/2013,WR11132,WR11132-1,82,5:39:00 AM,n_a,1,0,0,4,2,0,0,4,1,5:49:00 AM,0,Y,,82,31/07/2013
03/06/2013,WR11133,WR11133-1,82,5:01:00 AM,n_a,1,0,0,4,2,0,0,3,2,5:11:00 AM,0,Y,,82,31/07/2013
03/06/2013,WR11134,WR11134-1,48,5:16:00 AM,n_a,1,0,0,1,0,0,0,1,0,5:26:00 AM,0,Y,,48,31/07/2013
01/07/2013,WR11140,WR11140-1,82,6:27:00 AM,n_a,1,0,0,16,1,0,0,16,1,6:37:00 AM,0,N,,82,31/07/2013
01/07/2013,WR11142,WR11142-1,82,7:10:00 AM,n_a,1,0,0,17,0,0,0,17,0,7:20:00 AM,1,N,NOISE:  BUZZING.,82,31/07/2013
01/07/2013,WR11143,WR11143-1,82,7:53:00 AM,n_a,1,0,0,19,0,0,0,18,0,8:03:00 AM,1,N,NOISE: MOSQUITOES,82,31/07/2013
01/07/2013,WR11146,WR11146-1,82,5:37:00 AM,n_a,1,0,0,16,1,2,0,16,1,5:47:00 AM,0,N,,82,31/07/2013
01/07/2013,WR11150,WR11150-1,86,5:34:00 AM,n_a,1,0,0,16,0,0,0,15,0,5:44:00 AM,0,N,,86,31/07/2013
01/07/2013,WR11151,WR11151-1,86,6:08:00 AM,n_a,1,0,0,16,0,0,0,15,0,6:18:00 AM,0,N,Pished after PC and saw both a female and male of a BAWW pair. Singing OVEN within 50m in quadrant 4 after PC. Singing SWTH and YRWA >50m in quadrant 1 after PC.,86,31/07/2013
01/07/2013,WR11152,WR11152-1,86,6:40:00 AM,n_a,1,1,0,16,0,1,0,15,0,6:50:00 AM,0,N,"Pished after PC and saw female and male pair of TEWAs, one carrying food in moth (ate it) within quadrant 2",86,31/07/2013
01/07/2013,WR11153,WR11153-1,86,7:15:00 AM,n_a,1,0,0,16,0,1,0,16,0,7:25:00 AM,0,N,Singing YRWA within 50cm in quadrant 2 after PC,86,31/07/2013
01/07/2013,WR11154,WR11154-1,86,7:53:00 AM,n_a,1,1,0,18,0,2,0,18,0,8:03:00 AM,0,N,,86,31/07/2013
01/07/2013,WR11155,WR11155-1,86,8:26:00 AM,n_a,1,1,0,19,0,0,0,19,0,8:36:00 AM,1,N,,86,31/07/2013
01/07/2013,WR11160,WR11160-1,48,5:34:00 AM,n_a,1,0,0,14,1,0,0,14,1,5:44:00 AM,0,N,,48,31/07/2013
01/07/2013,WR11161,WR11161-1,48,6:57:00 AM,n_a,1,0,0,16,0,0,0,17,0,7:07:00 AM,0,N,,48,31/07/2013
01/07/2013,WR11163,WR11163-1,48,8:09:00 AM,n_a,1,2,0,19,0,1,0,19,0,8:19:00 AM,1,N,Noise: overhead plane. Mosquitos very loud. Wind gusts to 3. Last point count of morning due to increasing temperature and wind,48,31/07/2013
03/06/2013,WR11170,WR11170-1,82,9:15:00 AM,n_a,1,0,0,11,0,0,0,13,0,9:25:00 AM,0,Y,,82,31/07/2013
03/06/2013,WR11171,WR11171-1,82,9:42:00 AM,n_a,1,0,0,14,0,0,0,16,0,9:52:00 AM,1,Y,NO RECORDING,82,31/07/2013
04/06/2013,WR11190,WR11190-1,82,9:50:00 AM,n_a,1,2,0,20,0,3,0,19,0,10:00:00 AM,1,N,WIND GUSTING 4.,82,31/07/2013
29/06/2013,WR11504,WR11504-1,86,8:30:00 AM,n_a,1,0,0,16,2,0,0,17,2,8:40:00 AM,1,N,Noise 1 due to bugs. YRWA in quadrant 1 within 50m after PC,86,31/07/2013
29/06/2013,WR11505,WR11505-1,82,7:37:00 AM,n_a,1,0,0,14,0,2,0,15,0,7:47:00 AM,1,N,NOISE:BUZZING FLIES,82,31/07/2013
29/06/2013,WR11509,WR11509-1,82,6:33:00 AM,n_a,1,0,0,13,1,2,0,12,1,6:43:00 AM,0,N,,82,31/07/2013
29/06/2013,WR11517,WR11517-1,48,8:41:00 AM,n_a,1,0,0,17,3,0,0,17,2,8:51:00 AM,0,N,,48,31/07/2013
29/06/2013,WR11518,WR11518-1,86,9:39:00 AM,n_a,1,1,0,19,1,3,0,20,1,9:49:00 AM,1,N,"Wind started gusting ~1 minute into PC up to 3, noise ~2 by end. TEWA circling and calling angrilly through most of PC, nest likely nearby. Singing REVI within 50m after PC.",86,31/07/2013
29/06/2013,WR11522,WR11522-1,82,5:53:00 AM,n_a,1,0,0,13,2,0,0,11,2,6:03:00 AM,1,N,NOISE: RIVER.,82,31/07/2013
29/06/2013,WR11571,WR11571-1,86,7:34:00 AM,n_a,1,0,0,14,0,0,0,15,0,7:44:00 AM,2,N,"Noise: stream, WWCR heard after PC, lots of alarm calling due to presence of GRAJ",86,31/07/2013
29/06/2013,WR11573,WR11573-1,86,9:12:00 AM,n_a,1,2,0,17,1,3,0,18,1,9:22:00 AM,1,N,Noise 1 due to wind.,86,31/07/2013
29/06/2013,WR11581,WR11581-1,86,5:51:00 AM,n_a,1,0,0,11,0,0,0,11,0,6:01:00 AM,0,N,"BCCH, YRWA, and UNWA heard <50 m after PC",86,31/07/2013
29/06/2013,WR11582,WR11582-1,86,6:45:00 AM,n_a,1,0,0,12,0,0,0,12,0,6:55:00 AM,0,N,"CHSP heard before PC, UNWO drumming heard after PC",86,31/07/2013
29/06/2013,WR11583,WR11583-1,82,7:07:00 AM,n_a,1,1,0,13,0,1,0,12,0,7:17:00 AM,0,N,,82,31/07/2013
29/06/2013,WR11591,WR11591-1,48,5:31:00 AM,n_a,1,0,0,12,0,0,0,11,0,5:41:00 AM,0,N,"Heard another avian researcher ""yelling for bears"" in the distance.",48,31/07/2013
29/06/2013,WR11592,WR11592-1,48,6:17:00 AM,n_a,1,0,0,13,0,0,0,11,0,6:27:00 AM,0,N,Radio cracking on and off throughout count,48,31/07/2013
29/06/2013,WR11593,WR11593-1,48,6:57:00 AM,n_a,1,0,0,12,0,0,0,12,0,7:07:00 AM,0,N,"Moved point from where it was mapped in advance, to ensure that it was >300m from previous point (WR11592)",48,31/07/2013
29/06/2013,WR11594,WR11594-1,48,7:31:00 AM,n_a,1,1,0,13,1,1,0,14,1,7:41:00 AM,0,N,,48,31/07/2013
29/06/2013,WR11595,WR11595-1,48,8:02:00 AM,n_a,1,1,0,15,2,1,0,16,2,8:12:00 AM,0,N,,48,31/07/2013
29/06/2013,WR11596,WR11596-1,48,9:14:00 AM,n_a,1,2,0,18,2,3,0,18,2,9:24:00 AM,0,N,"Wind gusts to 3 during count, occaisionally to 4.",48,31/07/2013
29/06/2013,WR11597,WR11597-1,82,9:04:00 AM,n_a,1,3,0,18,2,3,0,19,0,9:14:00 AM,2,N,NOISE: BUZZING BUGS!,82,31/07/2013
29/06/2013,WR11598,WR11598-1,82,8:23:00 AM,n_a,1,3,0,16,2,3,0,17,2,8:33:00 AM,3,N,"NOISE: BUGS, WIND. GUSTING 4-5.",82,31/07/2013
29/05/2013,WR11602,WR11602-1,82,7:18:00 AM,n_a,1,0,1,13,3,0,1,14,3,7:28:00 AM,0,Y,,82,31/07/2013
29/05/2013,WR11606,WR11606-1,48,4:57:00 AM,n_a,1,0,0,9,3,0,0,10,3,5:07:00 AM,0,N,BADO (Barred Owl) and SACR (Sandhill Crane) were calling >100m away just prior to count. Likely the same BADO as heard during count at WR11617,48,31/07/2013
29/05/2013,WR11609,WR11609-1,48,6:25:00 AM,n_a,1,0,0,11,3,0,0,10,3,6:35:00 AM,0,N,RUGR (Ruffed Grouse) drummed just prior to count,48,31/07/2013
29/05/2013,WR11610,WR11610-1,48,5:48:00 AM,n_a,1,0,0,10,3,0,0,10,3,5:58:00 AM,0,N,,48,31/07/2013
29/05/2013,WR11614,WR11614-1,48,10:03:00 AM,n_a,1,2,2,16,3,1,0,16,3,10:13:00 AM,2,N,Noise: airplanes overhead,48,31/07/2013
29/05/2013,WR11615,WR11615-1,82,6:33:00 AM,n_a,1,0,0,11,3,0,1,11,3,6:43:00 AM,1,Y,NOISE: FROGS,82,31/07/2013
