Item/Point,Version anglaise,Version française,,,,,,,,,,,,,,,,,
RE12529,RE125,NAD83,No,n_a,n_a,n_a,-114.933403,57.263541,GIS,point,63,TRUE,24/06/2013,Road,,,,,
RE12530,RE125,NAD83,No,n_a,n_a,n_a,-114.930151,57.258156,GIS,point,63,TRUE,24/06/2013,Road,,,,,
RE12531,RE125,NAD83,No,n_a,n_a,n_a,-114.929564,57.254861,GIS,point,63,TRUE,24/06/2013,Road,,,,,
RE12533,RE125,NAD83,No,n_a,n_a,n_a,-114.930327,57.243532,GIS,point,63,TRUE,24/06/2013,Road,,,,,
RE12534,RE125,NAD83,No,n_a,n_a,n_a,-114.928394,57.246745,GIS,point,63,TRUE,24/06/2013,Road,,,,,
RE12570,RE125,NAD83,No,n_a,n_a,n_a,-114.935381,57.251188,GPS,point,63,TRUE,24/06/2013,Road,,,,,
RE12605,RE126,NAD83,No,n_a,n_a,n_a,-115.572265,57.244202,GIS,point,93,TRUE,24/06/2013,Road,,,,,
RE12608,RE126,NAD83,No,n_a,n_a,n_a,-115.566468,57.24563,GIS,point,93,TRUE,24/06/2013,Road,,,,,
RE12609,RE126,NAD83,No,n_a,n_a,n_a,-115.591186,57.268041,GIS,point,14,TRUE,24/06/2013,Road,,,,,
RE12613,RE126,NAD83,No,n_a,n_a,n_a,-115.595031,57.26238,GIS,point,14,TRUE,24/06/2013,Road,,,,,
RE12614,RE126,NAD83,No,n_a,n_a,n_a,-115.565382,57.248975,GIS,point,93,TRUE,24/06/2013,Road,,,,,
RE12616,RE126,NAD83,No,n_a,n_a,n_a,-115.597624,57.26939,GIS,point,14,TRUE,24/06/2013,Road,,,,,
RE12620,RE126,NAD83,No,n_a,n_a,n_a,-115.531517,57.260521,GIS,point,93,TRUE,24/06/2013,Road,,,,,
RE12670,RE126,NAD83,No,n_a,n_a,n_a,-115.600895,57.2726,GPS,point,14,TRUE,24/06/2013,Road,,,,,
RE12671,RE126,NAD83,No,n_a,n_a,n_a,-115.59307,57.270839,GPS,point,14,TRUE,24/06/2013,Road,,,,,
RE12673,RE126,NAD83,No,n_a,n_a,n_a,-115.590052,57.263664,GPS,point,14,TRUE,24/06/2013,Road,,,,,
RE12674,RE126,NAD83,No,n_a,n_a,n_a,-115.579651,57.261466,GPS,point,14,TRUE,24/06/2013,Road,,,,,
RE12690,RE126,NAD83,No,n_a,n_a,n_a,-115.538679,57.260929,GPS,point,93,TRUE,24/06/2013,Road,,,,,
RE12691,RE126,NAD83,No,n_a,n_a,n_a,-115.544964,57.259824,GPS,point,93,TRUE,24/06/2013,Road,,,,,
RE12692,RE126,NAD83,No,n_a,n_a,n_a,-115.53946,57.257691,GPS,point,93,TRUE,24/06/2013,Road,,,,,
RE12693,RE126,NAD83,No,n_a,n_a,n_a,-115.532331,57.257832,GPS,point,93,TRUE,24/06/2013,Road,,,,,
RE12694,RE126,NAD83,No,n_a,n_a,n_a,-115.536605,57.255186,GPS,point,93,TRUE,24/06/2013,Road,,,,,
RE12801,RE128,NAD83,No,n_a,n_a,n_a,-114.235208,56.724996,GIS,point,63,TRUE,01/07/2013,Road,,,,,
RE12802,RE128,NAD83,No,n_a,n_a,n_a,-114.252053,56.727186,GIS,point,19,TRUE,01/07/2013,Road,,,,,
RE12803,RE128,NAD83,No,n_a,n_a,n_a,-114.254059,56.731868,GIS,point,19,TRUE,01/07/2013,Road,,,,,
RE12805,RE128,NAD83,No,n_a,n_a,n_a,-114.22896,56.716021,GIS,point,19,TRUE,01/07/2013,Road,,,,,
RE12806,RE128,NAD83,No,n_a,n_a,n_a,-114.230424,56.719472,GIS,point,63,TRUE,01/07/2013,Road,,,,,
RE12807,RE128,NAD83,No,n_a,n_a,n_a,-114.241275,56.74135,GIS,point,27,TRUE,01/07/2013,Road,,,,,
RE12809,RE128,NAD83,No,n_a,n_a,n_a,-114.259999,56.734815,GIS,point,19,TRUE,01/07/2013,Road,,,,,
RE12811,RE128,NAD83,No,n_a,n_a,n_a,-114.216864,56.737353,GIS,point,27,TRUE,01/07/2013,Road,,,,,
RE12812,RE128,NAD83,No,n_a,n_a,n_a,-114.241315,56.719484,GIS,point,19,TRUE,01/07/2013,Road,,,,,
RE12815,RE128,NAD83,No,n_a,n_a,n_a,-114.22337,56.736955,GIS,point,27,TRUE,01/07/2013,Road,,,,,
RE12817,RE128,NAD83,No,n_a,n_a,n_a,-114.216993,56.731944,GIS,point,63,TRUE,01/07/2013,Road,,,,,
RE12820,RE128,NAD83,No,n_a,n_a,n_a,-114.235089,56.741522,GIS,point,27,TRUE,01/07/2013,Road,,,,,
RE12823,RE128,NAD83,No,n_a,n_a,n_a,-114.243012,56.751023,GIS,point,27,TRUE,01/07/2013,Road,,,,,
RE12870,RE128,NAD83,No,n_a,n_a,n_a,-114.234654,56.722376,GPS,point,63,TRUE,01/07/2013,Road,,,,,
RE12880,RE128,NAD83,No,n_a,n_a,n_a,-114.238692,56.749473,GPS,point,27,TRUE,01/07/2013,Road,,,,,
RE12881,RE128,NAD83,No,n_a,n_a,n_a,-114.224739,56.743815,GPS,point,27,TRUE,01/07/2013,Road,,,,,
RE12882,RE128,NAD83,No,n_a,n_a,n_a,-114.217265,56.741431,GPS,point,27,TRUE,01/07/2013,Road,,,,,
RE12890,RE128,NAD83,No,n_a,n_a,n_a,-114.258261,56.742127,GPS,point,19,TRUE,01/07/2013,Road,,,,,
RE12891,RE128,NAD83,No,n_a,n_a,n_a,-114.250511,56.722433,GPS,point,19,TRUE,01/07/2013,Road,,,,,
RE13101,RE131,NAD83,No,n_a,n_a,n_a,-115.509338,56.789281,GIS,point,27,TRUE,17/06/2013,Road,,,,,
RE13102,RE131,NAD83,No,n_a,n_a,n_a,-115.530726,56.828197,GIS,point,19,TRUE,18/06/2013,Road,,,,,
RE13103,RE131,NAD83,No,n_a,n_a,n_a,-115.51536,56.825715,GIS,point,19,TRUE,18/06/2013,Road,,,,,
RE13104,RE131,NAD83,No,n_a,n_a,n_a,-115.515008,56.832241,GIS,point,19,TRUE,18/06/2013,Road,,,,,
RE13106,RE131,NAD83,No,n_a,n_a,n_a,-115.535108,56.789794,GIS,point,27,TRUE,18/06/2013,Road,,,,,
RE13107,RE131,NAD83,No,n_a,n_a,n_a,-115.525816,56.796669,GIS,point,27,TRUE,17/06/2013,Road,,,,,
RE13108,RE131,NAD83,No,n_a,n_a,n_a,-115.521662,56.810498,GIS,point,27,TRUE,18/06/2013,Road,,,,,
RE13112,RE131,NAD83,No,n_a,n_a,n_a,-115.516532,56.815473,GIS,point,27,TRUE,18/06/2013,Road,,,,,
RE13114,RE131,NAD83,No,n_a,n_a,n_a,-115.542565,56.823129,GIS,point,19,TRUE,18/06/2013,Road,,,,,
RE13115,RE131,NAD83,No,n_a,n_a,n_a,-115.566077,56.796918,GIS,point,19,TRUE,17/06/2013,Road,,,,,
RE13116,RE131,NAD83,No,n_a,n_a,n_a,-115.553733,56.798547,GIS,point,19,TRUE,17/06/2013,Road,,,,,
RE13170,RE131,NAD83,No,n_a,n_a,n_a,-115.524935,56.824838,GPS,point,19,TRUE,18/06/2013,Road,,,,,
RE13171,RE131,NAD83,No,n_a,n_a,n_a,-115.54834,56.822778,GPS,point,19,TRUE,18/06/2013,Road,,,,,
RE13180,RE131,NAD83,No,n_a,n_a,n_a,-115.497143,56.811023,GPS,point,27,TRUE,17/06/2013,Road,,,,,
RE13181,RE131,NAD83,No,n_a,n_a,n_a,-115.504228,56.801827,GPS,point,27,TRUE,17/06/2013,Road,,,,,
RE13182,RE131,NAD83,No,n_a,n_a,n_a,-115.512348,56.796581,GPS,point,27,TRUE,17/06/2013,Road,,,,,
RE13184,RE131,NAD83,No,n_a,n_a,n_a,-115.51851,56.792062,MAP,point,27,TRUE,17/06/2013,Road,,,,,
RE13185,RE131,NAD83,No,n_a,n_a,n_a,-115.52121,56.797803,MAP,point,27,TRUE,18/06/2013,Road,,,,,
RE13186,RE131,NAD83,No,n_a,n_a,n_a,-115.520823,56.817217,GPS,point,27,TRUE,18/06/2013,Road,,,,,
RE13187,RE131,NAD83,No,n_a,n_a,n_a,-115.529236,56.809453,GPS,point,27,TRUE,18/06/2013,Road,,,,,
RE13188,RE131,NAD83,No,n_a,n_a,n_a,-115.53684,56.814094,GPS,point,27,TRUE,18/06/2013,Road,,,,,
RE13189,RE131,NAD83,No,n_a,n_a,n_a,-115.537828,56.807913,GPS,point,27,TRUE,18/06/2013,Road,,,,,
RE13190,RE131,NAD83,No,n_a,n_a,n_a,-115.513554,56.810348,GPS,point,19,TRUE,17/06/2013,Road,,,,,
RE13191,RE131,NAD83,No,n_a,n_a,n_a,-115.521021,56.80787,GPS,point,19,TRUE,17/06/2013,Road,,,,,
RE13192,RE131,NAD83,No,n_a,n_a,n_a,-115.533194,56.80203,GPS,point,19,TRUE,17/06/2013,Road,,,,,
RE13193,RE131,NAD83,No,n_a,n_a,n_a,-115.540559,56.799293,GPS,point,19,TRUE,17/06/2013,Road,,,,,
RE13194,RE131,NAD83,No,n_a,n_a,n_a,-115.56743,56.800045,GPS,point,19,TRUE,17/06/2013,Road,,,,,
RE13195,RE131,NAD83,No,n_a,n_a,n_a,-115.525458,56.804068,GPS,point,19,TRUE,17/06/2013,Road,,,,,
RE13196,RE131,NAD83,No,n_a,n_a,n_a,-115.567053,56.803673,GPS,point,19,TRUE,17/06/2013,Road,,,,,
RE13197,RE131,NAD83,No,n_a,n_a,n_a,-115.521807,56.829101,GPS,point,19,TRUE,18/06/2013,Road,,,,,
RE13198,RE131,NAD83,No,n_a,n_a,n_a,-115.537582,56.832852,GPS,point,19,TRUE,18/06/2013,Road,,,,,
RE13199,RE131,NAD83,No,n_a,n_a,n_a,-115.546806,56.830435,GPS,point,19,TRUE,18/06/2013,Road,,,,,
RE13202,RE132,NAD83,No,n_a,n_a,n_a,-115.68199,56.543421,GIS,point,14,TRUE,25/05/2013,Road,,,,,
RE13203,RE132,NAD83,No,n_a,n_a,n_a,-115.66238,56.549007,GIS,point,14,TRUE,25/05/2013,Road,,,,,
RE13204,RE132,NAD83,No,n_a,n_a,n_a,-115.67722,56.549967,GIS,point,14,TRUE,25/05/2013,Road,,,,,
RE13215,RE132,NAD83,No,n_a,n_a,n_a,-115.670714,56.549523,GIS,point,14,TRUE,25/05/2013,Road,,,,,
RE13217,RE132,NAD83,No,n_a,n_a,n_a,-115.664305,56.540382,GIS,point,14,TRUE,25/05/2013,Road,,,,,
RE13220,RE132,NAD83,No,n_a,n_a,n_a,-115.695434,56.525433,GIS,point,93,TRUE,25/05/2013,Road,,,,,
RE13222,RE132,NAD83,No,n_a,n_a,n_a,-115.710892,56.519686,GIS,point,93,TRUE,25/05/2013,Road,,,,,
RE13274,RE132,NAD83,No,n_a,n_a,n_a,-115.674604,56.545039,GPS,point,14,TRUE,25/05/2013,Road,,,,,
RE13275,RE132,NAD83,No,n_a,n_a,n_a,-115.659356,56.545673,GPS,point,14,TRUE,25/05/2013,Road,,,,,
RE13290,RE132,NAD83,No,n_a,n_a,n_a,-115.68854,56.5271,GPS,point,93,TRUE,25/05/2013,Road,,,,,
RE13291,RE132,NAD83,No,n_a,n_a,n_a,-115.677722,56.532647,GPS,point,93,TRUE,25/05/2013,Road,,,,,
RE13292,RE132,NAD83,No,n_a,n_a,n_a,-115.687864,56.536082,GPS,point,93,TRUE,25/05/2013,Road,,,,,
RE13304,RE133,NAD83,No,n_a,n_a,n_a,-115.54771,56.76485,GIS,point,27,TRUE,15/06/2013,Road,,,,,
RE13309,RE133,NAD83,No,n_a,n_a,n_a,-115.578581,56.748602,GIS,point,19,TRUE,15/06/2013,Road,,,,,
RE13313,RE133,NAD83,No,n_a,n_a,n_a,-115.566524,56.743653,GIS,point,19,TRUE,15/06/2013,Road,,,,,
RE13317,RE133,NAD83,No,n_a,n_a,n_a,-115.57368,56.752735,GIS,point,19,TRUE,15/06/2013,Road,,,,,
RE13320,RE133,NAD83,No,n_a,n_a,n_a,-115.557734,56.766984,GIS,point,27,TRUE,15/06/2013,Road,,,,,
RE13380,RE133,NAD83,No,n_a,n_a,n_a,-115.534599,56.771862,GPS,point,27,TRUE,15/06/2013,Road,,,,,
RE13381,RE133,NAD83,No,n_a,n_a,n_a,-115.529687,56.771703,GPS,point,27,TRUE,15/06/2013,Road,,,,,
RE13382,RE133,NAD83,No,n_a,n_a,n_a,-115.538241,56.774722,GPS,point,27,TRUE,15/06/2013,Road,,,,,
RE13383,RE133,NAD83,No,n_a,n_a,n_a,-115.538752,56.777567,GPS,point,27,TRUE,15/06/2013,Road,,,,,
RE13384,RE133,NAD83,No,n_a,n_a,n_a,-115.552331,56.77556,GPS,point,27,TRUE,15/06/2013,Road,,,,,
RE13390,RE133,NAD83,No,n_a,n_a,n_a,-115.549053,56.759809,GPS,point,19,TRUE,15/06/2013,Road,,,,,
RE13391,RE133,NAD83,No,n_a,n_a,n_a,-115.557769,56.757387,GPS,point,19,TRUE,15/06/2013,Road,,,,,
RE13392,RE133,NAD83,No,n_a,n_a,n_a,-115.566176,56.758715,GPS,point,19,TRUE,15/06/2013,Road,,,,,
RE13393,RE133,NAD83,No,n_a,n_a,n_a,-115.572664,56.755862,GPS,point,19,TRUE,15/06/2013,Road,,,,,
RE13394,RE133,NAD83,No,n_a,n_a,n_a,-115.573476,56.745338,GPS,point,19,TRUE,15/06/2013,Road,,,,,
RE13395,RE133,NAD83,No,n_a,n_a,n_a,-115.55566,56.748427,GPS,point,19,TRUE,15/06/2013,Road,,,,,
RE13804,RE138,NAD83,No,n_a,n_a,n_a,-116.55117,55.752413,GIS,point,93,TRUE,31/05/2013,Road,,,,,
RE13805,RE138,NAD83,No,n_a,n_a,n_a,-116.531533,55.753976,GIS,point,93,TRUE,31/05/2013,Road,,,,,
RE13806,RE138,NAD83,No,n_a,n_a,n_a,-116.588101,55.753953,GIS,point,14,TRUE,31/05/2013,Road,,,,,
RE13807,RE138,NAD83,No,n_a,n_a,n_a,-116.597513,55.751266,GIS,point,14,TRUE,31/05/2013,Road,,,,,
RE13808,RE138,NAD83,No,n_a,n_a,n_a,-116.584112,55.74769,GIS,point,14,TRUE,31/05/2013,Road,,,,,
RE13809,RE138,NAD83,No,n_a,n_a,n_a,-116.596036,55.747768,GIS,point,14,TRUE,31/05/2013,Road,,,,,
RE13811,RE138,NAD83,No,n_a,n_a,n_a,-116.555393,55.749156,GIS,point,93,TRUE,31/05/2013,Road,,,,,
RE13812,RE138,NAD83,No,n_a,n_a,n_a,-116.565452,55.744647,GIS,point,93,TRUE,31/05/2013,Road,,,,,
RE13814,RE138,NAD83,No,n_a,n_a,n_a,-116.547277,55.738913,GIS,point,93,TRUE,31/05/2013,Road,,,,,
RE13815,RE138,NAD83,No,n_a,n_a,n_a,-116.594162,55.743473,GIS,point,14,TRUE,31/05/2013,Road,,,,,
RE13816,RE138,NAD83,No,n_a,n_a,n_a,-116.605474,55.752378,GIS,point,14,TRUE,31/05/2013,Road,,,,,
RE13818,RE138,NAD83,No,n_a,n_a,n_a,-116.593612,55.754616,GIS,point,14,TRUE,31/05/2013,Road,,,,,
RE13820,RE138,NAD83,No,n_a,n_a,n_a,-116.565752,55.7591,GIS,point,93,TRUE,31/05/2013,Road,,,,,
RE13821,RE138,NAD83,No,n_a,n_a,n_a,-116.605461,55.747177,GIS,point,14,TRUE,31/05/2013,Road,,,,,
RE13904,RE139,NAD83,No,n_a,n_a,n_a,-116.196755,56.716615,GIS,point,93,TRUE,01/06/2013,Road,,,,,
RE13913,RE139,NAD83,No,n_a,n_a,n_a,-116.213917,56.716188,GIS,point,93,TRUE,01/06/2013,Road,,,,,
RE13919,RE139,NAD83,No,n_a,n_a,n_a,-116.226297,56.714831,GIS,point,93,TRUE,01/06/2013,Road,,,,,
RE13921,RE139,NAD83,No,n_a,n_a,n_a,-116.232269,56.712912,GIS,point,93,TRUE,01/06/2013,Road,,,,,
RE13923,RE139,NAD83,No,n_a,n_a,n_a,-116.237404,56.719163,GIS,point,14,TRUE,01/06/2013,Road,,,,,
RE13924,RE139,NAD83,No,n_a,n_a,n_a,-116.238435,56.724588,GIS,point,14,TRUE,01/06/2013,Road,,,,,
RE13925,RE139,NAD83,No,n_a,n_a,n_a,-116.241971,56.716231,GIS,point,93,TRUE,01/06/2013,Road,,,,,
RE13926,RE139,NAD83,No,n_a,n_a,n_a,-116.242433,56.706426,GIS,point,93,TRUE,01/06/2013,Road,,,,,
RE13927,RE139,NAD83,No,n_a,n_a,n_a,-116.244065,56.722632,GIS,point,14,TRUE,01/06/2013,Road,,,,,
RE13928,RE139,NAD83,No,n_a,n_a,n_a,-116.250214,56.723906,GIS,point,14,TRUE,01/06/2013,Road,,,,,
RE13929,RE139,NAD83,No,n_a,n_a,n_a,-116.249902,56.709325,GIS,point,93,TRUE,01/06/2013,Road,,,,,
RE13931,RE139,NAD83,No,n_a,n_a,n_a,-116.250701,56.712445,GIS,point,93,TRUE,01/06/2013,Road,,,,,
RE13980,RE139,NAD83,No,n_a,n_a,n_a,-116.221466,56.725887,MAP,point,14,TRUE,01/06/2013,Road,,,,,
RE14007,RE140,NAD83,No,n_a,n_a,n_a,-116.175567,56.932937,GIS,point,93,TRUE,08/06/2013,Road,,,,,
RE14011,RE140,NAD83,No,n_a,n_a,n_a,-116.182332,56.92635,GIS,point,14,TRUE,08/06/2013,Road,,,,,
RE14012,RE140,NAD83,No,n_a,n_a,n_a,-116.182208,56.888516,GIS,point,14,TRUE,08/06/2013,Road,,,,,
RE14013,RE140,NAD83,No,n_a,n_a,n_a,-116.189802,56.93289,GIS,point,93,TRUE,08/06/2013,Road,,,,,
RE14014,RE140,NAD83,No,n_a,n_a,n_a,-116.1902,56.914927,GIS,point,14,TRUE,08/06/2013,Road,,,,,
RE14015,RE140,NAD83,No,n_a,n_a,n_a,-116.190646,56.920227,GIS,point,14,TRUE,08/06/2013,Road,,,,,
RE14016,RE140,NAD83,No,n_a,n_a,n_a,-116.190253,56.891698,GIS,point,93,TRUE,08/06/2013,Road,,,,,
RE14017,RE140,NAD83,No,n_a,n_a,n_a,-116.193588,56.895215,GIS,point,14,TRUE,08/06/2013,Road,,,,,
RE14018,RE140,NAD83,No,n_a,n_a,n_a,-116.198414,56.92917,GIS,point,93,TRUE,08/06/2013,Road,,,,,
RE14019,RE140,NAD83,No,n_a,n_a,n_a,-116.200924,56.908081,GIS,point,14,TRUE,08/06/2013,Road,,,,,
RE14022,RE140,NAD83,No,n_a,n_a,n_a,-116.209579,56.914438,GIS,point,93,TRUE,08/06/2013,Road,,,,,
RE14090,RE140,NAD83,No,n_a,n_a,n_a,-116.204978,56.902616,GPS,point,93,TRUE,08/06/2013,Road,,,,,
RE14091,RE140,NAD83,No,n_a,n_a,n_a,-116.182008,56.932429,GPS,point,93,TRUE,08/06/2013,Road,,,,,
RE14113,RE141,NAD83,No,n_a,n_a,n_a,-116.032143,56.883398,GIS,point,93,TRUE,06/06/2013,Road,,,,,
RE14114,RE141,NAD83,No,n_a,n_a,n_a,-116.037145,56.901519,GIS,point,93,TRUE,06/06/2013,Road,,,,,
RE14117,RE141,NAD83,No,n_a,n_a,n_a,-116.037945,56.884201,GIS,point,93,TRUE,06/06/2013,Road,,,,,
RE14118,RE141,NAD83,No,n_a,n_a,n_a,-116.038451,56.891379,GIS,point,93,TRUE,06/06/2013,Road,,,,,
RE14119,RE141,NAD83,No,n_a,n_a,n_a,-116.042706,56.871143,GIS,point,14,TRUE,06/06/2013,Road,,,,,
RE14120,RE141,NAD83,No,n_a,n_a,n_a,-116.044668,56.901091,GIS,point,93,TRUE,06/06/2013,Road,,,,,
RE14122,RE141,NAD83,No,n_a,n_a,n_a,-116.046353,56.873301,GIS,point,14,TRUE,06/06/2013,Road,,,,,
RE14123,RE141,NAD83,No,n_a,n_a,n_a,-116.053041,56.87504,GIS,point,14,TRUE,06/06/2013,Road,,,,,
RE14124,RE141,NAD83,No,n_a,n_a,n_a,-116.05634,56.878604,GIS,point,14,TRUE,06/06/2013,Road,,,,,
RE14125,RE141,NAD83,No,n_a,n_a,n_a,-116.058124,56.875661,GIS,point,14,TRUE,06/06/2013,Road,,,,,
RE14126,RE141,NAD83,No,n_a,n_a,n_a,-116.059876,56.887664,GIS,point,93,TRUE,06/06/2013,Road,,,,,
RE14128,RE141,NAD83,No,n_a,n_a,n_a,-116.0638,56.881458,GIS,point,14,TRUE,06/06/2013,Road,,,,,
RE14129,RE141,NAD83,No,n_a,n_a,n_a,-116.064019,56.87837,GIS,point,14,TRUE,06/06/2013,Road,,,,,
RE14130,RE141,NAD83,No,n_a,n_a,n_a,-116.065506,56.890983,GIS,point,93,TRUE,06/06/2013,Road,,,,,
RE14206,RE142,NAD83,No,n_a,n_a,n_a,-115.794563,56.917973,GIS,point,14,TRUE,13/06/2013,Road,,,,,
RE14210,RE142,NAD83,No,n_a,n_a,n_a,-115.81181,56.909479,GIS,point,93,TRUE,13/06/2013,Road,,,,,
RE14215,RE142,NAD83,No,n_a,n_a,n_a,-115.819513,56.925045,GIS,point,14,TRUE,13/06/2013,Road,,,,,
RE14217,RE142,NAD83,No,n_a,n_a,n_a,-115.823252,56.903733,GIS,point,93,TRUE,13/06/2013,Road,,,,,
RE14218,RE142,NAD83,No,n_a,n_a,n_a,-115.82898,56.924982,GIS,point,14,TRUE,13/06/2013,Road,,,,,
RE14219,RE142,NAD83,No,n_a,n_a,n_a,-115.83007,56.91314,GIS,point,93,TRUE,13/06/2013,Road,,,,,
RE14220,RE142,NAD83,No,n_a,n_a,n_a,-115.832219,56.92192,GIS,point,14,TRUE,13/06/2013,Road,,,,,
RE14223,RE142,NAD83,No,n_a,n_a,n_a,-115.84043,56.912824,GIS,point,93,TRUE,13/06/2013,Road,,,,,
RE14225,RE142,NAD83,No,n_a,n_a,n_a,-115.842036,56.917416,GIS,point,93,TRUE,13/06/2013,Road,,,,,
RE14227,RE142,NAD83,No,n_a,n_a,n_a,-115.845414,56.920598,GIS,point,14,TRUE,13/06/2013,Road,,,,,
RE14231,RE142,NAD83,No,n_a,n_a,n_a,-115.855027,56.920369,GIS,point,14,TRUE,13/06/2013,Road,,,,,
RE14290,RE142,NAD83,No,n_a,n_a,n_a,-115.808896,56.906126,MAP,point,93,TRUE,13/06/2013,Road,,,,,
RE14301,RE143,NAD83,No,n_a,n_a,n_a,-115.642392,56.824189,GIS,point,93,TRUE,14/06/2013,Road,,,,,
RE14302,RE143,NAD83,No,n_a,n_a,n_a,-115.644307,56.827608,GIS,point,93,TRUE,14/06/2013,Road,,,,,
RE14303,RE143,NAD83,No,n_a,n_a,n_a,-115.648799,56.824897,GIS,point,93,TRUE,14/06/2013,Road,,,,,
RE14304,RE143,NAD83,No,n_a,n_a,n_a,-115.651062,56.820637,GIS,point,93,TRUE,14/06/2013,Road,,,,,
RE14305,RE143,NAD83,No,n_a,n_a,n_a,-115.655621,56.828166,GIS,point,93,TRUE,14/06/2013,Road,,,,,
RE14306,RE143,NAD83,No,n_a,n_a,n_a,-115.65723,56.835778,GIS,point,93,TRUE,14/06/2013,Road,,,,,
RE14309,RE143,NAD83,No,n_a,n_a,n_a,-115.662303,56.816532,GIS,point,14,TRUE,14/06/2013,Road,,,,,
RE14316,RE143,NAD83,No,n_a,n_a,n_a,-115.673341,56.808043,GIS,point,14,TRUE,14/06/2013,Road,,,,,
RE14317,RE143,NAD83,No,n_a,n_a,n_a,-115.673704,56.814583,GIS,point,14,TRUE,14/06/2013,Road,,,,,
RE14318,RE143,NAD83,No,n_a,n_a,n_a,-115.674263,56.811478,GIS,point,14,TRUE,14/06/2013,Road,,,,,
RE14321,RE143,NAD83,No,n_a,n_a,n_a,-115.678524,56.809162,GIS,point,14,TRUE,14/06/2013,Road,,,,,
RE14324,RE143,NAD83,No,n_a,n_a,n_a,-115.683354,56.811091,GIS,point,14,TRUE,14/06/2013,Road,,,,,
RE14326,RE143,NAD83,No,n_a,n_a,n_a,-115.69305,56.810228,GIS,point,14,TRUE,14/06/2013,Road,,,,,
RE14327,RE143,NAD83,No,n_a,n_a,n_a,-115.694115,56.82789,GIS,point,93,TRUE,14/06/2013,Road,,,,,
RE14329,RE143,NAD83,No,n_a,n_a,n_a,-115.698132,56.812425,GIS,point,14,TRUE,14/06/2013,Road,,,,,
RE14405,RE144,NAD83,No,n_a,n_a,n_a,-115.391889,56.821128,GIS,point,19,TRUE,19/06/2013,Road,,,,,
RE14408,RE144,NAD83,No,n_a,n_a,n_a,-115.395998,56.815599,GIS,point,19,TRUE,19/06/2013,Road,,,,,
RE14409,RE144,NAD83,No,n_a,n_a,n_a,-115.398519,56.822998,GIS,point,19,TRUE,19/06/2013,Road,,,,,
RE14413,RE144,NAD83,No,n_a,n_a,n_a,-115.40202,56.814477,GIS,point,19,TRUE,19/06/2013,Road,,,,,
RE14414,RE144,NAD83,No,n_a,n_a,n_a,-115.402784,56.818729,GIS,point,19,TRUE,19/06/2013,Road,,,,,
RE14415,RE144,NAD83,No,n_a,n_a,n_a,-115.404496,56.844331,Map,point,19,TRUE,20/06/2013,Road,,,,,
RE14416,RE144,NAD83,No,n_a,n_a,n_a,-115.40612,56.821634,GIS,point,19,TRUE,19/06/2013,Road,,,,,
RE14419,RE144,NAD83,No,n_a,n_a,n_a,-115.410112,56.845101,Map,point,19,TRUE,20/06/2013,Road,,,,,
RE14421,RE144,NAD83,No,n_a,n_a,n_a,-115.413348,56.838629,GIS,point,27,TRUE,20/06/2013,Road,,,,,
RE14423,RE144,NAD83,No,n_a,n_a,n_a,-115.41371,56.819324,GIS,point,19,TRUE,19/06/2013,Road,,,,,
RE14425,RE144,NAD83,No,n_a,n_a,n_a,-115.416937,56.851145,GIS,point,27,TRUE,20/06/2013,Road,,,,,
RE14427,RE144,NAD83,No,n_a,n_a,n_a,-115.420952,56.8245,GIS,point,27,TRUE,19/06/2013,Road,,,,,
RE14428,RE144,NAD83,No,n_a,n_a,n_a,-115.422279,56.814725,GIS,point,27,TRUE,19/06/2013,Road,,,,,
RE14430,RE144,NAD83,No,n_a,n_a,n_a,-115.426392,56.822748,GIS,point,27,TRUE,19/06/2013,Road,,,,,
RE14431,RE144,NAD83,No,n_a,n_a,n_a,-115.429106,56.846455,GIS,point,27,TRUE,20/06/2013,Road,,,,,
RE14432,RE144,NAD83,No,n_a,n_a,n_a,-115.42995,56.819742,GIS,point,27,TRUE,19/06/2013,Road,,,,,
RE14434,RE144,NAD83,No,n_a,n_a,n_a,-115.440954,56.851299,GIS,point,27,TRUE,20/06/2013,Road,,,,,
RE14481,RE144,NAD83,No,n_a,n_a,n_a,-115.467221,56.829293,GPS,point,27,TRUE,19/06/2013,Road,,,,,
RE14482,RE144,NAD83,No,n_a,n_a,n_a,-115.460387,56.833453,GPS,point,27,TRUE,19/06/2013,Road,,,,,
RE14483,RE144,NAD83,No,n_a,n_a,n_a,-115.450874,56.833128,GPS,point,27,TRUE,19/06/2013,Road,,,,,
RE14484,RE144,NAD83,No,n_a,n_a,n_a,-115.432599,56.840742,GPS,point,27,TRUE,20/06/2013,Road,,,,,
RE14485,RE144,NAD83,No,n_a,n_a,n_a,-115.446084,56.84393,GPS,point,27,TRUE,20/06/2013,Road,,,,,
RE14490,RE144,NAD83,No,n_a,n_a,n_a,-115.392445,56.81806,GPS,point,19,TRUE,19/06/2013,Road,,,,,
RE14491,RE144,NAD83,No,n_a,n_a,n_a,-115.389646,56.826341,GPS,point,19,TRUE,19/06/2013,Road,,,,,
RE14492,RE144,NAD83,No,n_a,n_a,n_a,-115.421704,56.843815,GPS,point,19,TRUE,20/06/2013,Road,,,,,
RE14493,RE144,NAD83,No,n_a,n_a,n_a,-115.415441,56.842576,GPS,point,19,TRUE,20/06/2013,Road,,,,,
